rating,isbn,author_url,year,genre_urls,name,author
4.69,039306011X,https://www.goodreads.com/author/show/5600.Patrick_O_Brian,1994.0,/genres/historical-fiction|/genres/fiction|/genres/adventure|/genres/adventure|/genres/maritime|/genres/literature|/genres/classics|/genres/novels,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O Brian
4.69,0451947630,https://www.goodreads.com/author/show/20248.J_R_Ward,2009.0,/genres/paranormal|/genres/vampires|/genres/romance|/genres/paranormal-romance|/genres/fantasy|/genres/paranormal|/genres/romance|/genres/fantasy|/genres/adult|/genres/fantasy|/genres/urban-fantasy|/genres/adult-fiction|/genres/erotica|/genres/fantasy|/genres/supernatural|/genres/fiction,Black Dagger Brotherhood,J R Ward
4.68,108543401X,https://www.goodreads.com/author/show/1367163.The_Church_of_Jesus_Christ_of_Latter_day_Saints,1835.0,/genres/religion|/genres/christianity|/genres/lds|/genres/music|/genres/religion|/genres/church|/genres/non-fiction|/genres/inspirational|/genres/reference|/genres/lds|/genres/mormonism|/genres/spirituality|/genres/lds|/genres/lds-non-fiction,Hymns of The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter day Saints
4.68,140121083X,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,2007.0,/genres/sequential-art|/genres/graphic-novels|/genres/sequential-art|/genres/comics|/genres/fantasy|/genres/fiction|/genres/horror|/genres/graphic-novels-comics|/genres/comics|/genres/comic-book|/genres/fantasy|/genres/mythology|/genres/fantasy|/genres/urban-fantasy,"The Absolute Sandman, Vol. 2",Neil Gaiman
4.68,1442483989,https://www.goodreads.com/author/show/150038.Cassandra_Clare,2013.0,/genres/fantasy|/genres/young-adult|/genres/fantasy|/genres/paranormal|/genres/science-fiction|/genres/steampunk|/genres/paranormal|/genres/angels|/genres/romance|/genres/fantasy|/genres/urban-fantasy|/genres/fiction|/genres/fantasy|/genres/supernatural|/genres/paranormal|/genres/vampires,"The Infernal Devices (The Infernal Devices, #1-3)",Cassandra Clare
4.67,0810117134,https://www.goodreads.com/author/show/205563.Me_a_Selimovi_,1970.0,/genres/classics|/genres/fiction|/genres/historical-fiction|/genres/literature|/genres/academic|/genres/school|/genres/novels,The Fortress,Me a Selimovi 
4.67,0836217357,https://www.goodreads.com/author/show/13778.Bill_Watterson,1993.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/fiction|/genres/sequential-art|/genres/graphic-novels|/genres/comics|/genres/comic-book|/genres/humor|/genres/comedy|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips|/genres/sequential-art|/genres/cartoon|/genres/humor|/genres/funny,Calvin and Hobbes,Bill Watterson
4.67,0060891904,https://www.goodreads.com/author/show/27498.Erin_Hunter,2006.0,/genres/fantasy|/genres/animals|/genres/cats|/genres/animals|/genres/childrens|/genres/middle-grade|/genres/thriller|/genres/mystery-thriller|/genres/action|/genres/young-adult,"Warriors Boxed Set (Warriors, #1-3)",Erin Hunter
4.67,0988223678,https://www.goodreads.com/author/show/6521036.J_K_Accinni,2012.0,/genres/science-fiction|/genres/fantasy|/genres/paranormal|/genres/fiction|/genres/wildlife|/genres/science-fiction|/genres/dystopia|/genres/fantasy|/genres/young-adult,"Hive (Species Intervention #6609, #4)",J K Accinni
4.66,0842384898,https://www.goodreads.com/author/show/5158478.Anonymous,1902.0,/genres/christian|/genres/religion|/genres/non-fiction|/genres/reference|/genres/religion|/genres/christianity|/genres/religion|/genres/faith|/genres/spirituality|/genres/religion|/genres/theology|/genres/history|/genres/classics,Holy Bible,Anonymous
4.66,0875793266,https://www.goodreads.com/author/show/189701.James_E_Talmage,1915.0,/genres/religion|/genres/christianity|/genres/lds|/genres/non-fiction|/genres/religion|/genres/church|/genres/spirituality|/genres/inspirational|/genres/biography|/genres/lds|/genres/lds-non-fiction|/genres/classics|/genres/lds|/genres/mormonism,Jesus the Christ,James E Talmage
4.66,0740721135,https://www.goodreads.com/author/show/19928.Gary_Larson,2003.0,/genres/humor|/genres/sequential-art|/genres/comics|/genres/sequential-art|/genres/graphic-novels|/genres/fiction|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips|/genres/humor|/genres/comedy|/genres/comics|/genres/comic-book|/genres/humor|/genres/funny,"The Complete Far Side, 1980-1994",Gary Larson
4.66,1780810172,https://www.goodreads.com/author/show/137902.Richelle_Mead,2010.0,/genres/paranormal|/genres/vampires|/genres/romance|/genres/fantasy|/genres/young-adult|/genres/fantasy|/genres/paranormal|/genres/fantasy|/genres/urban-fantasy,"Vampire Academy (Vampire Academy, #1-5)",Richelle Mead
4.66,-1,https://www.goodreads.com/author/show/4942228.Santino_Hassell,2011.0,/genres/romance|/genres/m-m-romance|/genres/science-fiction|/genres/dystopia|/genres/romance|/genres/dark|/genres/science-fiction|/genres/sociology|/genres/abuse|/genres/adult-fiction|/genres/erotica|/genres/action,"Fade (In the company of shadows, #4)",Santino Hassell
4.66,0007444397,https://www.goodreads.com/author/show/4659154.One_Direction,2011.0,/genres/non-fiction|/genres/biography,Dare to Dream (100% Official),One Direction
4.66,9780953318,https://www.goodreads.com/author/show/7410148.Onyeka,2013.0,/genres/history|/genres/non-fiction|/genres/cultural|/genres/africa|/genres/race,Blackamoores,Onyeka
4.66,-1,https://www.goodreads.com/author/show/7456408.Meredith_T_Taylor,2013.0,,Churning Waters,Meredith T Taylor
4.66,0992382009,https://www.goodreads.com/author/show/7574275.Victor_Noble,2014.0,,Letters from your soul,Victor Noble
4.65,9646534783,https://www.goodreads.com/author/show/6461611.Hafez,1680.0,/genres/poetry|/genres/literature|/genres/cultural|/genres/iran|/genres/classics|/genres/art|/genres/philosophy|/genres/non-fiction|/genres/spirituality,The Divan,Hafez
4.65,1401210821,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,2006.0,/genres/sequential-art|/genres/graphic-novels|/genres/sequential-art|/genres/comics|/genres/fantasy|/genres/fiction|/genres/horror|/genres/graphic-novels-comics|/genres/comics|/genres/comic-book|/genres/fantasy|/genres/mythology|/genres/fantasy|/genres/urban-fantasy|/genres/science-fiction-fantasy,"The Absolute Sandman, Vol. 1",Neil Gaiman
4.65,0345529057,https://www.goodreads.com/author/show/346732.George_R_R_Martin,2011.0,/genres/fantasy|/genres/fiction|/genres/adventure|/genres/science-fiction|/genres/fantasy|/genres/epic-fantasy|/genres/epic|/genres/science-fiction-fantasy|/genres/novels|/genres/historical-fiction|/genres/fantasy|/genres/high-fantasy,A Song of Ice and Fire #1-4,George R R Martin
4.65,-1,https://www.goodreads.com/author/show/6565853.Anastacia_Moore,2012.0,,Curse of The Salute,Anastacia Moore
4.65,0345538277,https://www.goodreads.com/author/show/48206.Karen_Marie_Moning,2012.0,/genres/fantasy|/genres/fantasy|/genres/urban-fantasy|/genres/fantasy|/genres/paranormal|/genres/romance|/genres/romance|/genres/paranormal-romance|/genres/fairies|/genres/fae|/genres/adult|/genres/paranormal|/genres/fairies|/genres/paranormal|/genres/vampires|/genres/fantasy|/genres/supernatural,The Fever Series,Karen Marie Moning
4.64,0679777466,https://www.goodreads.com/author/show/8361.Dorothy_Dunnett,1969.0,/genres/historical-fiction|/genres/adventure|/genres/cultural|/genres/scotland|/genres/fiction|/genres/romance|/genres/historical-romance|/genres/romance|/genres/literature|/genres/classics|/genres/literature|/genres/16th-century|/genres/fantasy,"Pawn in Frankincense (The Lymond Chronicles, #4)",Dorothy Dunnett
4.64,0836218051,https://www.goodreads.com/author/show/13778.Bill_Watterson,1988.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/sequential-art|/genres/graphic-novels|/genres/fiction|/genres/childrens|/genres/humor|/genres/comedy|/genres/humor|/genres/funny|/genres/comics|/genres/comic-book|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips,The Essential Calvin and Hobbes,Bill Watterson
4.64,0609807250,https://www.goodreads.com/author/show/313356.Gordon_B_Hinckley,2000.0,/genres/religion|/genres/non-fiction|/genres/christianity|/genres/lds|/genres/religion|/genres/church|/genres/inspirational|/genres/self-help|/genres/spirituality|/genres/lds|/genres/lds-non-fiction,Standing for Something,Gordon B Hinckley
4.64,1595142711,https://www.goodreads.com/author/show/137902.Richelle_Mead,2009.0,/genres/paranormal|/genres/vampires|/genres/young-adult|/genres/fantasy|/genres/paranormal|/genres/fantasy|/genres/romance|/genres/romance|/genres/paranormal-romance|/genres/fantasy|/genres/supernatural|/genres/fantasy|/genres/urban-fantasy|/genres/fiction|/genres/fantasy|/genres/magic,"Vampire Academy Collection (Vampire Academy, #1-3)",Richelle Mead
4.64,-1,https://www.goodreads.com/author/show/5808070.Cynthia_Collins,2012.0,/genres/fiction|/genres/fantasy|/genres/young-adult,The Unicorn Tree,Cynthia Collins
4.64,1491877928,https://www.goodreads.com/author/show/7271860.Jana_Petken,2013.0,/genres/war|/genres/historical-fiction|/genres/drama|/genres/adventure|/genres/epic|/genres/fiction,The Guardian of Secrets and Her Deathly Pact,Jana Petken
4.63,0836204387,https://www.goodreads.com/author/show/13778.Bill_Watterson,1995.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/fiction|/genres/sequential-art|/genres/graphic-novels|/genres/comics|/genres/comic-book|/genres/humor|/genres/comedy|/genres/sequential-art|/genres/comic-strips|/genres/graphic-novels-comics|/genres/humor|/genres/funny|/genres/childrens,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson
4.63,0439249546,https://www.goodreads.com/author/show/1077326.J_K_Rowling,1999.0,/genres/fantasy|/genres/fiction|/genres/young-adult|/genres/fantasy|/genres/magic|/genres/childrens|/genres/adventure|/genres/science-fiction-fantasy|/genres/classics|/genres/fantasy|/genres/paranormal|/genres/paranormal|/genres/witches,"The Harry Potter Collection (Harry Potter, #1-4)",J K Rowling
4.63,-1,https://www.goodreads.com/author/show/4808225.Dennis_Sharpe,2010.0,,(Un) Spoken,Dennis Sharpe
4.63,1442440430,https://www.goodreads.com/author/show/150038.Cassandra_Clare,2011.0,/genres/fantasy|/genres/young-adult|/genres/romance|/genres/fantasy|/genres/paranormal|/genres/paranormal|/genres/vampires|/genres/fantasy|/genres/supernatural|/genres/paranormal|/genres/angels|/genres/fantasy|/genres/urban-fantasy|/genres/shapeshifters|/genres/werewolves|/genres/romance|/genres/paranormal-romance,The Mortal Instrument Series,Cassandra Clare
4.63,0062240080,https://www.goodreads.com/author/show/4039811.Veronica_Roth,2012.0,/genres/young-adult|/genres/science-fiction|/genres/dystopia|/genres/science-fiction|/genres/romance|/genres/fiction|/genres/fantasy|/genres/action|/genres/media-tie-in|/genres/movies|/genres/young-adult|/genres/teen|/genres/adventure,"The Divergent Series 2-Book Collection (Divergent, #1-2)",Veronica Roth
4.63,-1,https://www.goodreads.com/author/show/7058502.O_L_Ramos,2013.0,,"The Keeper (The Keeper, #3)",O L Ramos
4.63,1494318326,https://www.goodreads.com/author/show/7074909.Nikolas_Lee,2014.0,/genres/fantasy|/genres/glbt|/genres/young-adult,"The Iron-Jawed Boy and the Hand of the Moon (Guardians of Illyria , #2)",Nikolas Lee
4.63,1619630656,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas,2014.0,/genres/fantasy|/genres/young-adult|/genres/fantasy|/genres/magic|/genres/romance|/genres/fantasy|/genres/high-fantasy,"Heir of Fire (Throne of Glass, #3)",Sarah J Maas
4.62,0882408704,https://www.goodreads.com/author/show/947.William_Shakespeare,1899.0,/genres/classics|/genres/fiction|/genres/poetry|/genres/romance|/genres/reference|/genres/plays|/genres/literature|/genres/fantasy|/genres/humor|/genres/comedy,The Complete Works of William Shakespeare,William Shakespeare
4.62,0743238303,https://www.goodreads.com/author/show/313356.Gordon_B_Hinckley,2002.0,/genres/religion|/genres/christianity|/genres/lds|/genres/non-fiction|/genres/religion|/genres/church|/genres/inspirational|/genres/self-help|/genres/spirituality|/genres/lds|/genres/lds-non-fiction|/genres/christian|/genres/religion|/genres/faith,Way to Be!,Gordon B Hinckley
4.62,0974056049,https://www.goodreads.com/author/show/503388.Belsebuub,2006.0,,The Peace of the Spirit Within,Belsebuub
4.62,1442472057,https://www.goodreads.com/author/show/150038.Cassandra_Clare,2012.0,/genres/fantasy|/genres/young-adult|/genres/fantasy|/genres/urban-fantasy|/genres/fantasy|/genres/paranormal|/genres/romance|/genres/fiction|/genres/paranormal|/genres/vampires|/genres/fantasy|/genres/supernatural|/genres/romance|/genres/paranormal-romance|/genres/shapeshifters|/genres/werewolves,The Mortal Instruments,Cassandra Clare
4.62,-1,https://www.goodreads.com/author/show/5808133.Lauren_Lynne,2013.0,/genres/young-adult|/genres/action|/genres/fantasy|/genres/suspense|/genres/adventure,"Whispers (The Secret Watchers, #2)",Lauren Lynne
4.62,-1,https://www.goodreads.com/author/show/7047863.K_Bromberg,2014.0,/genres/romance|/genres/romance|/genres/contemporary-romance|/genres/adult-fiction|/genres/erotica|/genres/sports-and-games|/genres/sports|/genres/contemporary|/genres/romance|/genres/erotic-romance|/genres/new-adult|/genres/adult|/genres/sociology|/genres/abuse|/genres/contemporary-romance|/genres/sports-romance,"Crashed (The Driven Trilogy, #3)",K Bromberg
4.61,9754700114,https://www.goodreads.com/author/show/139434.O_uz_Atay,1971.0,/genres/asian-literature|/genres/turkish-literature|/genres/cultural|/genres/turkish|/genres/novels|/genres/fiction|/genres/roman|/genres/literature|/genres/classics|/genres/literary-fiction,Tutunamayanlar,O uz Atay
4.61,0836220889,https://www.goodreads.com/author/show/13778.Bill_Watterson,1987.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/sequential-art|/genres/graphic-novels|/genres/fiction|/genres/humor|/genres/comedy|/genres/childrens|/genres/humor|/genres/funny|/genres/comics|/genres/comic-book|/genres/sequential-art|/genres/comic-strips|/genres/graphic-novels-comics,Calvin and Hobbes,Bill Watterson
4.61,1780484259,https://www.goodreads.com/author/show/346732.George_R_R_Martin,2000.0,/genres/fantasy|/genres/fiction|/genres/science-fiction-fantasy|/genres/adventure|/genres/fantasy|/genres/epic-fantasy|/genres/epic|/genres/fantasy|/genres/dragons|/genres/science-fiction|/genres/fantasy|/genres/high-fantasy|/genres/historical-fiction,"A Song of Ice and Fire - A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire, #1-5)",George R R Martin
4.61,-1,https://www.goodreads.com/author/show/32401.Alison_Croggon,2006.0,/genres/fantasy|/genres/young-adult,The Books of Pellinor,Alison Croggon
4.61,-1,https://www.goodreads.com/author/show/4942228.Santino_Hassell,2010.0,/genres/romance|/genres/m-m-romance|/genres/science-fiction|/genres/dystopia|/genres/romance|/genres/science-fiction|/genres/dark|/genres/action,"The Interludes (In the company of shadows, #3)",Santino Hassell
4.61,-1,https://www.goodreads.com/author/show/1429844.Brett_Axel,2012.0,/genres/childrens|/genres/childrens|/genres/picture-books|/genres/fantasy|/genres/glbt|/genres/glbt|/genres/trans|/genres/glbt|/genres/queer|/genres/kids|/genres/trans|/genres/transgender,Goblinheart,Brett Axel
4.61,-1,https://www.goodreads.com/author/show/7243654.Collette_Sinclaire,2013.0,,Messages From Heaven,Collette Sinclaire
4.61,1478703091,https://www.goodreads.com/author/show/7221218.Jalpa_Williby,2013.0,/genres/romance|/genres/romantic-suspense,Chaysing Dreams (Chaysing Trilogy #1),Jalpa Williby
